category,prompt_structured,H_p_structured,H_p_noise,H_p_gap,d_eff_structured,d_eff_noise,d_eff_delta
philosophical,If a perfect copy of your brain were cre,0.02619227021932602,0.11078338325023651,0.08459111303091049,2.4956583976745605,0.4980185031890869,1.9976398944854736
philosophical,If a perfect copy of your brain were cre,1.1345134973526,1.1166088581085205,0.01790463924407959,2.575528144836426,2.0649619102478027,0.510566234588623
philosophical,If a perfect copy of your brain were cre,3.321047782897949,3.2961883544921875,0.02485942840576172,3.4652457237243652,3.0013322830200195,0.4639134407043457
philosophical,If a perfect copy of your brain were cre,5.113163948059082,5.067170143127441,0.045993804931640625,4.256985664367676,4.332337379455566,-0.07535171508789062
philosophical,If a perfect copy of your brain were cre,0.9640131592750549,0.8886154890060425,0.07539767026901245,2.575028896331787,0.7564822435379028,1.8185466527938843
philosophical,If a perfect copy of your brain were cre,3.4724807739257812,3.476315498352051,0.0038347244262695312,3.638345956802368,3.201260566711426,0.4370853900909424
philosophical,The difference between information proce,8.08064079284668,8.030529022216797,0.05011177062988281,5.565731525421143,4.849675178527832,0.7160563468933105
philosophical,The difference between information proce,1.596986174583435,1.6353851556777954,0.03839898109436035,1.6299335956573486,1.575701117515564,0.05423247814178467
philosophical,The difference between information proce,5.468749523162842,5.465689659118652,0.003059864044189453,4.377580642700195,4.468357086181641,-0.09077644348144531
philosophical,The difference between information proce,3.514132261276245,3.5232677459716797,0.00913548469543457,3.3480236530303955,3.527388334274292,-0.17936468124389648
philosophical,The difference between information proce,1.3671038150787354,1.3783774375915527,0.011273622512817383,2.7330963611602783,3.251586675643921,-0.5184903144836426
philosophical,The difference between information proce,4.235442638397217,4.250986099243164,0.015543460845947266,3.9797444343566895,4.005805015563965,-0.02606058120727539
philosophical,The difference between information proce,2.7058839797973633,2.638854742050171,0.06702923774719238,3.2974791526794434,3.3621180057525635,-0.06463885307312012
philosophical,The difference between information proce,2.9561338424682617,2.968514919281006,0.01238107681274414,3.6240596771240234,3.479839324951172,0.14422035217285156
philosophical,What it is like to be a bat is fundament,3.362825870513916,3.391169548034668,0.028343677520751953,3.4243147373199463,3.751887321472168,-0.3275725841522217
philosophical,What it is like to be a bat is fundament,3.72882080078125,3.728605270385742,0.0002155303955078125,3.4199562072753906,3.351943016052246,0.06801319122314453
philosophical,What it is like to be a bat is fundament,2.5945372581481934,2.638854742050171,0.04431748390197754,3.049406051635742,3.3621180057525635,-0.3127119541168213
philosophical,What it is like to be a bat is fundament,3.6524901390075684,3.6328368186950684,0.0196533203125,3.6712684631347656,2.880154609680176,0.7911138534545898
philosophical,What it is like to be a bat is fundament,4.3303914070129395,4.323042869567871,0.007348537445068359,3.9294214248657227,3.7104170322418213,0.21900439262390137
philosophical,What it is like to be a bat is fundament,6.9016313552856445,6.897548675537109,0.004082679748535156,5.063634395599365,4.681340217590332,0.3822941780090332
philosophical,What it is like to be a bat is fundament,3.511539936065674,3.5232677459716797,0.01172780990600586,3.392444133758545,3.527388334274292,-0.13494420051574707
philosophical,What it is like to be a bat is fundament,4.667675495147705,4.665148735046387,0.0025267601013183594,4.1848297119140625,4.053571701049805,0.1312580108642578
philosophical,What it is like to be a bat is fundament,2.8971035480499268,2.968514919281006,0.0714113712310791,3.456050395965576,3.479839324951172,-0.023788928985595703
philosophical,Free will is compatible with determinism,4.396784782409668,4.400529861450195,0.0037450790405273438,4.241379737854004,3.8989577293395996,0.3424220085144043
philosophical,Free will is compatible with determinism,4.660144329071045,4.660590171813965,0.0004458427429199219,4.164754867553711,4.1543192863464355,0.01043558120727539
philosophical,Free will is compatible with determinism,5.485738754272461,5.484386444091797,0.0013523101806640625,4.167276382446289,4.366001129150391,-0.19872474670410156
philosophical,Free will is compatible with determinism,1.439558982849121,1.3783774375915527,0.06118154525756836,1.9136345386505127,3.251586675643921,-1.3379521369934082
philosophical,Free will is compatible with determinism,2.6336007118225098,2.638854742050171,0.005254030227661133,2.980290651321411,3.3621180057525635,-0.38182735443115234
philosophical,Free will is compatible with determinism,1.9901264905929565,1.9738355875015259,0.016290903091430664,2.311020612716675,2.6820201873779297,-0.3709995746612549
philosophical,Free will is compatible with determinism,3.6803455352783203,3.6328368186950684,0.04750871658325195,3.5708541870117188,2.880154609680176,0.690699577331543
philosophical,Free will is compatible with determinism,4.700706481933594,4.703701972961426,0.0029954910278320312,4.407111644744873,3.9664998054504395,0.4406118392944336
philosophical,Free will is compatible with determinism,3.2395167350769043,3.271991729736328,0.03247499465942383,2.700436592102051,2.907191038131714,-0.20675444602966309
philosophical,Free will is compatible with determinism,2.5546071529388428,2.5264248847961426,0.028182268142700195,3.077232599258423,2.6424567699432373,0.43477582931518555
philosophical,Free will is compatible with determinism,3.6441032886505127,3.6328368186950684,0.011266469955444336,3.759317636489868,2.880154609680176,0.8791630268096924
