category,prompt,position,seq_len,d_eff,H_p,d_eff_tempered,H_p_tempered,spectral_anisotropy,trace_G,top_eig_1,top_eig_2,top_eig_5
noise,west green tomorrow carpet quantum between river singularity below,6,10,3.800119638442993,4.688505172729492,5.370368003845215,9.886009216308594,866.7289428710938,1.9734872579574585,0.6681556701660156,0.10613645613193512,0.05785832554101944
noise,west green tomorrow carpet quantum between river singularity below,7,10,0.7564822435379028,0.8886154890060425,4.370532035827637,9.219541549682617,2199.510009765625,0.8801493048667908,0.7562098503112793,0.07199359685182571,0.002660347381606698
noise,west green tomorrow carpet quantum between river singularity below,8,10,3.6105270385742188,3.4794106483459473,5.446347236633301,9.982107162475586,838.0389404296875,1.016727089881897,0.33283472061157227,0.13712848722934723,0.022766152396798134
noise,west green tomorrow carpet quantum between river singularity below,9,10,4.477869987487793,6.481776714324951,5.504964351654053,10.105901718139648,433.512451171875,2.017348527908325,0.34161943197250366,0.13581573963165283,0.07891231775283813
reasoning,The implications of quantum entanglement for our understanding of locality sugge,0,14,5.565731525421143,8.08064079284668,5.861108779907227,10.081334114074707,116.70050811767578,2.452695846557617,0.11180892586708069,0.07306132465600967,0.038398951292037964
reasoning,The implications of quantum entanglement for our understanding of locality sugge,1,14,1.8839401006698608,1.0650866031646729,4.759797096252441,8.252057075500488,1353.4591064453125,0.5274519920349121,0.27886122465133667,0.12411265820264816,0.009371260181069374
reasoning,The implications of quantum entanglement for our understanding of locality sugge,2,14,3.5044469833374023,3.939467430114746,5.530580997467041,9.83730697631836,654.4205932617188,1.19815194606781,0.3062872290611267,0.20934806764125824,0.04021691158413887
reasoning,The implications of quantum entanglement for our understanding of locality sugge,3,14,3.3128983974456787,3.77776837348938,5.3440070152282715,9.148929595947266,557.1830444335938,2.211076259613037,0.4812399446964264,0.443844199180603,0.09070572257041931
reasoning,The implications of quantum entanglement for our understanding of locality sugge,4,14,2.1603803634643555,0.0028079580515623093,3.566272735595703,3.499620199203491,1394.0128173828125,0.0012832575011998415,0.0006987802917137742,0.00014362530782818794,3.481580279185437e-05
reasoning,The implications of quantum entanglement for our understanding of locality sugge,5,14,1.714991569519043,0.001510141883045435,3.1284308433532715,2.320565700531006,1549.5391845703125,0.0006096368306316435,0.0003690063313115388,9.991876140702516e-05,1.0869400284718722e-05
reasoning,The implications of quantum entanglement for our understanding of locality sugge,6,14,2.1488184928894043,1.889866828918457,4.679887771606445,8.127836227416992,1219.66162109375,1.0621628761291504,0.5060465931892395,0.15480513870716095,0.03647533431649208
reasoning,The implications of quantum entanglement for our understanding of locality sugge,7,14,2.671408176422119,2.7532267570495605,4.983614921569824,8.36002254486084,699.1064453125,1.852099061012268,0.5057868957519531,0.4034780263900757,0.09490761160850525
reasoning,The implications of quantum entanglement for our understanding of locality sugge,8,14,2.5823380947113037,0.8354489803314209,4.876588344573975,8.080463409423828,1216.0955810546875,0.4780798852443695,0.22710579633712769,0.043219950050115585,0.013994446955621243
reasoning,The implications of quantum entanglement for our understanding of locality sugge,9,14,1.4388561248779297,0.027679333463311195,3.910872459411621,5.991848945617676,1681.6185302734375,0.008090478368103504,0.00531449168920517,0.0012346701696515083,0.00010307087359251454
reasoning,The implications of quantum entanglement for our understanding of locality sugge,10,14,1.9384504556655884,1.9518526792526245,4.663741111755371,8.023050308227539,1226.8663330078125,1.799980640411377,0.8626311421394348,0.3642932176589966,0.06423060595989227
reasoning,The implications of quantum entanglement for our understanding of locality sugge,11,14,2.075242042541504,1.5565917491912842,4.55042839050293,8.384063720703125,1111.8187255859375,0.7312723994255066,0.3175946772098541,0.19753439724445343,0.024414660409092903
reasoning,The implications of quantum entanglement for our understanding of locality sugge,12,14,2.2698097229003906,0.6802800297737122,4.782627582550049,8.277539253234863,1354.581298828125,0.28414592146873474,0.15035107731819153,0.02962523140013218,0.007502546068280935
reasoning,The implications of quantum entanglement for our understanding of locality sugge,13,14,3.4040496349334717,3.3438682556152344,5.1591796875,8.453670501708984,591.3729248046875,1.7248587608337402,0.3984510898590088,0.19980695843696594,0.08596877753734589
reasoning,"If every human decision is determined by prior causes, then moral responsibility",0,13,3.2922840118408203,3.4212522506713867,5.319655895233154,9.794532775878906,860.9445190429688,1.2982099056243896,0.4365963637828827,0.1518200784921646,0.04528597369790077
reasoning,"If every human decision is determined by prior causes, then moral responsibility",1,13,4.939360618591309,5.993841171264648,5.6670427322387695,9.103397369384766,177.49853515625,2.466993808746338,0.17104990780353546,0.12926457822322845,0.08396200090646744
reasoning,"If every human decision is determined by prior causes, then moral responsibility",2,13,4.068565845489502,4.785861015319824,5.423333644866943,9.195215225219727,388.4511413574219,1.9623353481292725,0.29776227474212646,0.2206191122531891,0.07800517976284027
reasoning,"If every human decision is determined by prior causes, then moral responsibility",3,13,3.6078648567199707,3.4340925216674805,5.142053127288818,8.730030059814453,523.463623046875,1.3610577583312988,0.27830633521080017,0.1705217957496643,0.05900411307811737
reasoning,"If every human decision is determined by prior causes, then moral responsibility",4,13,3.940387725830078,4.439975738525391,5.461399078369141,8.975034713745117,604.0098266601562,1.9083664417266846,0.45026257634162903,0.2169194519519806,0.05178430303931236
reasoning,"If every human decision is determined by prior causes, then moral responsibility",5,13,2.8285465240478516,0.7835655212402344,4.891027450561523,8.189506530761719,1099.736328125,0.33980467915534973,0.14597482979297638,0.048601869493722916,0.010531265288591385
reasoning,"If every human decision is determined by prior causes, then moral responsibility",6,13,4.262271404266357,4.9378228187561035,5.433635711669922,9.238656044006348,546.3565673828125,2.0051424503326416,0.4279385805130005,0.10366164892911911,0.06825850903987885
reasoning,"If every human decision is determined by prior causes, then moral responsibility",7,13,3.802154302597046,4.314761638641357,5.347076416015625,8.98260498046875,502.19659423828125,2.0816826820373535,0.40836483240127563,0.2284604161977768,0.09339666366577148
reasoning,"If every human decision is determined by prior causes, then moral responsibility",8,13,2.761319398880005,1.2788872718811035,4.847047805786133,8.086796760559082,1000.7578125,0.5062208771705627,0.19789238274097443,0.08218943327665329,0.018809029832482338
reasoning,"If every human decision is determined by prior causes, then moral responsibility",9,13,2.9784326553344727,3.1192946434020996,5.122042179107666,8.968019485473633,890.4674072265625,1.5967843532562256,0.5554236173629761,0.17572647333145142,0.07340508699417114
reasoning,"If every human decision is determined by prior causes, then moral responsibility",10,13,3.8241498470306396,4.071126937866211,5.2589263916015625,8.912250518798828,285.631591796875,1.8173375129699707,0.20276916027069092,0.1724841594696045,0.09902558475732803
reasoning,"If every human decision is determined by prior causes, then moral responsibility",11,13,3.314453601837158,3.3200955390930176,5.17738676071167,8.253774642944336,775.6310424804688,1.8907142877578735,0.5728502869606018,0.18974807858467102,0.06844185292720795
reasoning,"If every human decision is determined by prior causes, then moral responsibility",12,13,2.8153762817382812,2.213994026184082,4.73214864730835,7.2399582862854,781.7456665039062,1.103904366493225,0.337098628282547,0.15360599756240845,0.054385118186473846
reasoning,Consider a society where everyone can read minds. The first institution to colla,0,16,3.5917134284973145,3.608103036880493,5.300058364868164,9.748210906982422,697.0218505859375,1.3198113441467285,0.3593505322933197,0.18228690326213837,0.04641610011458397
reasoning,Consider a society where everyone can read minds. The first institution to colla,1,16,4.145316123962402,4.215024948120117,5.73594856262207,9.293150901794434,783.8390502929688,1.6162189245224,0.49486544728279114,0.08332893252372742,0.036508116871118546
reasoning,Consider a society where everyone can read minds. The first institution to colla,2,16,2.0966010093688965,1.6652439832687378,4.691993236541748,7.753487586975098,1269.7537841796875,1.0298951864242554,0.510825514793396,0.1362789422273636,0.02297164686024189
reasoning,Consider a society where everyone can read minds. The first institution to colla,3,16,4.049896240234375,4.715136528015137,5.524979114532471,9.264181137084961,534.8629760742188,1.864542007446289,0.389560341835022,0.1486898809671402,0.07274885475635529
reasoning,Consider a society where everyone can read minds. The first institution to colla,4,16,3.5507571697235107,3.2048726081848145,5.251921653747559,8.011260986328125,677.3991088867188,1.417072057723999,0.37497007846832275,0.16760939359664917,0.04931746423244476
reasoning,Consider a society where everyone can read minds. The first institution to colla,5,16,4.159137725830078,4.512940406799316,5.5625901222229,8.08962631225586,518.131591796875,2.2503647804260254,0.4554629623889923,0.14672346413135529,0.08269449323415756
reasoning,Consider a society where everyone can read minds. The first institution to colla,6,16,2.0678393840789795,2.390712261199951,4.7940993309021,8.768125534057617,1199.6566162109375,1.7768583297729492,0.8326640129089355,0.3876257836818695,0.05951453372836113
reasoning,Consider a society where everyone can read minds. The first institution to colla,7,16,1.8819758892059326,1.3014919757843018,4.307465076446533,6.771080493927002,1219.4866943359375,0.5931280255317688,0.2825436294078827,0.12588179111480713,0.014343800954520702
reasoning,Consider a society where everyone can read minds. The first institution to colla,8,16,2.996487855911255,2.4038479328155518,5.091565132141113,8.106134414672852,809.4029541015625,1.0312894582748413,0.32606592774391174,0.15227219462394714,0.0440223291516304
reasoning,Consider a society where everyone can read minds. The first institution to colla,9,16,4.519685745239258,5.328351974487305,5.600950241088867,9.326817512512207,277.4488525390625,2.1101443767547607,0.22869418561458588,0.13857807219028473,0.07129912078380585
reasoning,Consider a society where everyone can read minds. The first institution to colla,10,16,4.069829940795898,4.64680290222168,5.472865581512451,9.06590461730957,369.4775085449219,2.337477684020996,0.33736148476600647,0.2327580451965332,0.07883245497941971
reasoning,Consider a society where everyone can read minds. The first institution to colla,11,16,3.089189291000366,2.8968417644500732,5.0366010665893555,8.797126770019531,610.6321411132812,1.2282421588897705,0.29297035932540894,0.20426304638385773,0.06862261891365051
reasoning,Consider a society where everyone can read minds. The first institution to colla,12,16,4.420753002166748,4.732917785644531,5.581707954406738,8.340261459350586,345.17242431640625,1.9801599979400635,0.26699087023735046,0.1548997014760971,0.062025584280490875
reasoning,Consider a society where everyone can read minds. The first institution to colla,13,16,1.9988340139389038,1.8248891830444336,4.550708770751953,7.590631008148193,1129.08056640625,1.0458183288574219,0.46125513315200806,0.2276669144630432,0.03305567428469658
reasoning,Consider a society where everyone can read minds. The first institution to colla,14,16,1.6828620433807373,0.434545636177063,4.385448455810547,8.17734146118164,1674.247314453125,0.26638129353523254,0.17421412467956543,0.02333809807896614,0.007769602816551924
reasoning,Consider a society where everyone can read minds. The first institution to colla,15,16,2.9501452445983887,2.376643180847168,5.111789703369141,9.068881034851074,1132.235107421875,1.3009352684020996,0.5753768086433411,0.09663072228431702,0.04401128739118576
reasoning,The relationship between mathematical truth and physical reality raises the ques,0,13,5.565731525421143,8.08064079284668,5.861108779907227,10.081334114074707,116.70050811767578,2.452695846557617,0.11180892586708069,0.07306132465600967,0.038398951292037964
reasoning,The relationship between mathematical truth and physical reality raises the ques,1,13,2.2648606300354004,0.7721858024597168,4.913185119628906,9.065912246704102,1528.0057373046875,0.3475249707698822,0.20742975175380707,0.024338500574231148,0.0062478515319526196
reasoning,The relationship between mathematical truth and physical reality raises the ques,2,13,4.871646881103516,6.954536437988281,5.712832927703857,9.876649856567383,540.7687377929688,2.0888662338256836,0.44124746322631836,0.05733998119831085,0.03368483856320381
reasoning,The relationship between mathematical truth and physical reality raises the ques,3,13,3.4389991760253906,3.489417791366577,5.251254558563232,8.518511772155762,649.5106811523438,1.8792065382003784,0.4767830967903137,0.24892234802246094,0.07498225569725037
reasoning,The relationship between mathematical truth and physical reality raises the ques,4,13,1.678356409072876,0.6545653939247131,4.320008277893066,8.237173080444336,1530.278076171875,0.45998498797416687,0.2749628722667694,0.0586608350276947,0.020818201825022697
reasoning,The relationship between mathematical truth and physical reality raises the ques,5,13,4.011545658111572,4.564011573791504,5.421024322509766,9.056175231933594,366.4332580566406,2.151975631713867,0.3080294728279114,0.2000988870859146,0.09420304000377655
reasoning,The relationship between mathematical truth and physical reality raises the ques,6,13,3.059751510620117,2.7356886863708496,5.221721649169922,8.628053665161133,981.8901977539062,1.6389080286026,0.6286045908927917,0.1257134974002838,0.07390666007995605
reasoning,The relationship between mathematical truth and physical reality raises the ques,7,13,3.254329204559326,2.2213752269744873,4.97746467590332,8.207097053527832,659.5060424804688,0.8494685292243958,0.21883970499038696,0.12094125151634216,0.028205981478095055
reasoning,The relationship between mathematical truth and physical reality raises the ques,8,13,2.585949659347534,2.7880043983459473,4.391294479370117,6.972533702850342,614.9053344726562,1.7358925342559814,0.4169568717479706,0.32801321148872375,0.10929201543331146
reasoning,The relationship between mathematical truth and physical reality raises the ques,9,13,2.351685047149658,1.7664556503295898,4.894118309020996,8.348648071289062,1259.3701171875,1.2086056470870972,0.5945632457733154,0.11323266476392746,0.05629647895693779
reasoning,The relationship between mathematical truth and physical reality raises the ques,10,13,1.240668535232544,0.6470259428024292,3.7510995864868164,6.218332767486572,1684.932861328125,0.403106153011322,0.2653151750564575,0.06322334706783295,0.010951484553515911
reasoning,The relationship between mathematical truth and physical reality raises the ques,11,13,2.0666046142578125,1.6620066165924072,4.998098373413086,8.34262466430664,1353.497802734375,1.077736735343933,0.5698102712631226,0.16130377352237701,0.031816985458135605
reasoning,The relationship between mathematical truth and physical reality raises the ques,12,13,2.5798773765563965,2.502141237258911,4.902336597442627,8.414443969726562,1072.9613037109375,1.488032579421997,0.6236724257469177,0.16697373986244202,0.07718449831008911
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",0,15,2.0649619102478027,1.1166088581085205,4.740421772003174,8.43416976928711,1147.3817138671875,0.469986230134964,0.21064594388008118,0.08713685721158981,0.012285485863685608
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",1,15,4.123708248138428,4.315334796905518,5.525574684143066,9.715614318847656,647.9199829101562,1.35829496383667,0.3437759578227997,0.08468814194202423,0.03900614753365517
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",2,15,3.402813196182251,3.794473171234131,5.1486287117004395,8.973011016845703,696.3577270507812,1.8403018712997437,0.5005892515182495,0.207424134016037,0.08744218200445175
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",3,15,2.1965768337249756,0.15384429693222046,4.33103084564209,7.64731502532959,1331.501220703125,0.07282152026891708,0.03787576034665108,0.009539887309074402,0.0021758582442998886
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",4,15,1.7602890729904175,1.696821928024292,4.683681488037109,7.709880352020264,1348.464111328125,1.467247724533081,0.7728636264801025,0.27269530296325684,0.03385620191693306
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",5,15,1.3539882898330688,0.3031774163246155,4.222933769226074,7.70827579498291,1703.50341796875,0.1461390256881714,0.09724544733762741,0.027663664892315865,0.001257730764336884
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",6,15,2.292919397354126,0.5948820114135742,4.485250949859619,8.301065444946289,1150.8643798828125,0.19560374319553375,0.08793491125106812,0.0358210988342762,0.0038132034242153168
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",7,15,3.6112239360809326,3.7311360836029053,5.366082191467285,9.507820129394531,524.7630004882812,1.4042593240737915,0.2878528833389282,0.2178395390510559,0.06061069294810295
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",8,15,4.544578552246094,5.9462480545043945,5.594047546386719,9.631165504455566,316.7889099121094,2.251126289367676,0.2785671353340149,0.14912539720535278,0.08876840025186539
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",9,15,4.040344715118408,4.622803688049316,5.346322059631348,8.95759391784668,348.4449462890625,2.2114827632904053,0.30100780725479126,0.21562740206718445,0.11317022889852524
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",10,15,2.552544593811035,2.8105602264404297,4.972029685974121,8.877151489257812,1090.3397216796875,1.5415866374969482,0.656583309173584,0.2213796228170395,0.0546611063182354
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",11,15,4.05155086517334,4.893798828125,5.508392333984375,9.654033660888672,742.88525390625,1.5982431173324585,0.46379345655441284,0.1603958010673523,0.03323352709412575
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",12,15,3.5763978958129883,4.152611255645752,5.2311930656433105,8.955101013183594,471.43463134765625,2.140164852142334,0.3941202461719513,0.265309602022171,0.09652607142925262
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",13,15,3.0893893241882324,2.756199359893799,4.948473930358887,8.120527267456055,580.4655151367188,1.2777719497680664,0.2897275686264038,0.22025980055332184,0.06900574266910553
reasoning,"Given that correlation does not imply causation, the strongest argument for caus",14,15,3.924018383026123,3.910994529724121,5.381661415100098,8.734357833862305,528.17431640625,1.6562108993530273,0.3417062759399414,0.2051035463809967,0.06867223978042603
factual,The capital of France is,0,5,5.565731525421143,8.08064079284668,5.861108779907227,10.081334114074707,116.70050811767578,2.452695846557617,0.11180892586708069,0.07306132465600967,0.038398951292037964
factual,The capital of France is,1,5,3.20997953414917,3.369765281677246,5.185372352600098,9.255870819091797,814.1796875,1.7950843572616577,0.5709066987037659,0.26864463090896606,0.05968789756298065
factual,The capital of France is,2,5,4.319262504577637,5.575840950012207,5.367152690887451,9.53065299987793,691.35693359375,2.089301586151123,0.564239501953125,0.11147468537092209,0.047026488929986954
factual,The capital of France is,3,5,2.4386649131774902,0.3446449935436249,4.402887344360352,7.980041980743408,1145.5560302734375,0.12350744754076004,0.05526746064424515,0.017758341506123543,0.004530713427811861
factual,The capital of France is,4,5,2.5810112953186035,1.3126566410064697,4.683408737182617,8.869211196899414,1239.9173583984375,0.7757610082626343,0.37573421001434326,0.05652199313044548,0.03378372639417648
factual,Water boils at 100 degrees,0,5,4.639805793762207,6.3214945793151855,5.3975510597229,9.70405387878418,417.7748107910156,2.4960830211639404,0.4073440134525299,0.10517817735671997,0.07266394048929214
factual,Water boils at 100 degrees,1,5,2.1146650314331055,0.743598222732544,4.601104259490967,7.601728439331055,1400.653076171875,0.41053640842437744,0.22461682558059692,0.06143993139266968,0.006705494597554207
factual,Water boils at 100 degrees,2,5,3.1986358165740967,3.4059810638427734,4.9274091720581055,8.3450288772583,830.894775390625,1.3940463066101074,0.4524632394313812,0.2007777839899063,0.051369987428188324
factual,Water boils at 100 degrees,3,5,1.2599740028381348,0.31672561168670654,3.7495968341827393,7.147193908691406,1839.7156982421875,0.15464670956134796,0.11113514751195908,0.018031569197773933,0.0019231886835768819
factual,Water boils at 100 degrees,4,5,1.7955865859985352,0.10297343134880066,3.4607036113739014,6.031224250793457,1395.0101318359375,0.05408220738172531,0.029470792040228844,0.006684904918074608,0.003293114248663187
factual,The speed of light in a vacuum is approximately,0,9,5.565731525421143,8.08064079284668,5.861108779907227,10.081334114074707,116.70050811767578,2.452695846557617,0.11180892586708069,0.07306132465600967,0.038398951292037964
factual,The speed of light in a vacuum is approximately,1,9,2.6214654445648193,1.603149175643921,4.993570327758789,8.769926071166992,997.0613403320312,0.8102997541427612,0.3155931830406189,0.14495493471622467,0.030585559085011482
factual,The speed of light in a vacuum is approximately,2,9,1.9784924983978271,2.4675960540771484,5.042328357696533,9.35086441040039,1148.3463134765625,1.716125726699829,0.7698073387145996,0.503302812576294,0.04684043675661087
factual,The speed of light in a vacuum is approximately,3,9,2.403472900390625,1.9077576398849487,4.907573699951172,8.329605102539062,1200.7945556640625,0.913512110710144,0.42849233746528625,0.12638773024082184,0.02133653685450554
factual,The speed of light in a vacuum is approximately,4,9,1.7907705307006836,1.0729291439056396,4.777712345123291,8.997699737548828,1528.0711669921875,0.7709600925445557,0.46018823981285095,0.10685944557189941,0.026476731523871422
factual,The speed of light in a vacuum is approximately,5,9,0.9422750473022461,0.8307444453239441,4.703682899475098,8.214964866638184,2122.905029296875,0.9453071355819702,0.7839052081108093,0.06780495494604111,0.005348883103579283
factual,The speed of light in a vacuum is approximately,6,9,2.1535909175872803,0.7811288833618164,4.70321798324585,7.679154396057129,1353.9388427734375,0.3358137905597687,0.177606001496315,0.04189762473106384,0.010888229124248028
factual,The speed of light in a vacuum is approximately,7,9,2.473788261413574,1.7425537109375,4.784367561340332,7.701704978942871,1032.4515380859375,1.0961196422576904,0.4420665502548218,0.16496561467647552,0.0412459596991539
factual,The speed of light in a vacuum is approximately,8,9,0.9238505959510803,1.160249948501587,4.097983360290527,7.15728759765625,2096.38818359375,1.0730639696121216,0.8787338733673096,0.0799897313117981,0.01268669031560421
factual,Albert Einstein published his theory of general relativity in,0,9,3.780458927154541,5.133754730224609,5.518561363220215,9.807581901550293,564.080810546875,2.394382953643799,0.5275880694389343,0.3381287455558777,0.09793959558010101
factual,Albert Einstein published his theory of general relativity in,1,9,4.030987739562988,4.7931671142578125,5.291927814483643,9.637297630310059,490.2323303222656,1.8027353286743164,0.3452184200286865,0.12489677220582962,0.07307742536067963
factual,Albert Einstein published his theory of general relativity in,2,9,2.5529515743255615,2.530595541000366,4.997185230255127,8.997288703918457,1206.931884765625,1.3383291959762573,0.6309657096862793,0.1472107321023941,0.04455238953232765
factual,Albert Einstein published his theory of general relativity in,3,9,3.085294723510742,3.106731414794922,5.131042957305908,8.973154067993164,960.6995239257812,1.785496711730957,0.6700491905212402,0.13783694803714752,0.06596000492572784
factual,Albert Einstein published his theory of general relativity in,4,9,2.0694682598114014,0.21019288897514343,4.439224720001221,7.58401346206665,1422.4815673828125,0.07245313376188278,0.04025908187031746,0.008498030714690685,0.002652205293998122
factual,Albert Einstein published his theory of general relativity in,5,9,1.1066726446151733,1.3558287620544434,4.146714210510254,8.340616226196289,1710.1751708984375,1.6981157064437866,1.1344044208526611,0.39307713508605957,0.01993592269718647
factual,Albert Einstein published his theory of general relativity in,6,9,1.8712232112884521,0.029881950467824936,3.812080144882202,6.658573150634766,1594.43896484375,0.01387013215571642,0.008638703264296055,0.0016866036457940936,0.00028704304713755846
factual,Albert Einstein published his theory of general relativity in,7,9,2.298868179321289,1.754744291305542,4.677701950073242,7.758269309997559,1203.0989990234375,0.7647444009780884,0.3593997061252594,0.12882843613624573,0.015818919986486435
factual,Albert Einstein published his theory of general relativity in,8,9,1.6582210063934326,0.7303417921066284,4.064070701599121,6.925492286682129,1189.6634521484375,0.3554824888706207,0.16519708931446075,0.08508510142564774,0.004029309377074242
factual,The chemical formula for water is,0,6,5.565731525421143,8.08064079284668,5.861108779907227,10.081334114074707,116.70050811767578,2.452695846557617,0.11180892586708069,0.07306132465600967,0.038398951292037964
factual,The chemical formula for water is,1,6,3.5617387294769287,4.072920322418213,5.307009220123291,9.113563537597656,611.8056030273438,2.0832555294036865,0.4978700578212738,0.22505997121334076,0.09379814565181732
factual,The chemical formula for water is,2,6,1.9050705432891846,1.2105132341384888,4.768050193786621,8.001293182373047,1540.0997314453125,0.6761655807495117,0.40678220987319946,0.0933387354016304,0.01268612127751112
factual,The chemical formula for water is,3,6,4.45672607421875,4.958904266357422,5.251956939697266,8.737585067749023,297.25653076171875,2.4174540042877197,0.28070467710494995,0.1151261031627655,0.0755200907588005
factual,The chemical formula for water is,4,6,1.9900074005126953,0.5445327162742615,4.574446201324463,7.505011558532715,1360.4410400390625,0.23785462975502014,0.12640124559402466,0.03459596261382103,0.003956088330596685
factual,The chemical formula for water is,5,6,2.5378408432006836,0.43212777376174927,4.576767921447754,7.764247417449951,1345.3917236328125,0.24113939702510834,0.12672927975654602,0.01887090876698494,0.0068727112375199795
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",0,30,3.180973529815674,3.3215339183807373,4.78148078918457,9.561759948730469,761.3493041992188,1.4474875926971436,0.4304858148097992,0.1654071807861328,0.05863625928759575
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",1,30,4.184026718139648,5.023716926574707,5.342547416687012,9.613079071044922,381.7148742675781,1.91096031665802,0.2849382758140564,0.13500377535820007,0.08871745318174362
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",2,30,1.5650098323822021,0.9739987850189209,3.7674975395202637,7.595149040222168,1674.8538818359375,0.612116813659668,0.40047118067741394,0.0597306527197361,0.013776850886642933
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",3,30,2.6309123039245605,0.9932000637054443,4.789714813232422,8.659636497497559,974.130615234375,0.32005244493484497,0.12178628891706467,0.03710036724805832,0.01747468300163746
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",4,30,1.108128309249878,1.2734293937683105,3.3338510990142822,6.211731910705566,1895.8623046875,1.0453823804855347,0.7741801142692566,0.0916225016117096,0.023344438523054123
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",5,30,2.2546117305755615,0.6472198963165283,4.48835563659668,8.292638778686523,1160.031005859375,0.19613531231880188,0.08887619525194168,0.024275796487927437,0.010069460608065128
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",6,30,1.029610276222229,0.7274296283721924,3.179549217224121,6.020666122436523,1944.636962890625,0.5720821619033813,0.43456724286079407,0.04661382734775543,0.007869706489145756
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",7,30,2.494529962539673,0.2881964147090912,4.348686218261719,7.90098762512207,1038.7099609375,0.07037505507469177,0.0285544041544199,0.008253080770373344,0.0029797463212162256
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",8,30,1.178340196609497,1.5808942317962646,3.1751973628997803,5.811011791229248,1616.6610107421875,1.2460017204284668,0.7868602871894836,0.24761414527893066,0.011087564751505852
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",9,30,2.442368268966675,0.39308807253837585,4.40447998046875,7.994114875793457,1050.3634033203125,0.09816521406173706,0.040277011692523956,0.012106453999876976,0.004781406372785568
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",10,30,0.9681904315948486,1.2308284044265747,3.1298017501831055,5.953306198120117,1916.105224609375,1.0882697105407715,0.8145465850830078,0.13888908922672272,0.007235914934426546
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",11,30,2.609318256378174,0.2298874408006668,4.433682441711426,8.135491371154785,1011.2205810546875,0.04939228296279907,0.01951034925878048,0.0062845852226018906,0.0018942502792924643
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",12,30,0.9224584698677063,0.4669371247291565,3.1474666595458984,6.421278953552246,2021.980712890625,0.35622522234916687,0.28135958313941956,0.03419960290193558,0.002607869915664196
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",13,30,2.6110546588897705,0.10711172968149185,4.301173210144043,7.641288757324219,1077.75146484375,0.025102224200963974,0.010567951947450638,0.002836707280948758,0.0010710060596466064
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",14,30,0.9888530969619751,0.5324373245239258,3.217003345489502,6.5973711013793945,1987.376220703125,0.40339261293411255,0.31316128373146057,0.036080777645111084,0.003499199403449893
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",15,30,1.8845524787902832,0.10971647500991821,4.099693298339844,7.149024963378906,1516.8839111328125,0.03570660948753357,0.021157337352633476,0.004446870181709528,0.0009308207663707435
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",16,30,1.0178704261779785,1.3516731262207031,3.2177209854125977,6.057522773742676,1874.0196533203125,1.1769582033157349,0.8615792393684387,0.16908006370067596,0.011266740970313549
rote,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,",17,30,1.6686415672302246,0.4071681797504425,4.2702131271362305,8.021735191345215,1607.16162109375,0.16591393947601318,0.1041603609919548,0.01935407519340515,0.003976957872509956
